City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
510,tarma,-11.4197,-75.6908,18.0,55,100,0.13,PE,1708442616
511,tanjung pinang,0.9167,104.45,28.02,79,59,3.45,ID,1708442617
512,coronel suarez,-37.4547,-61.9334,31.01,18,91,3.73,AR,1708442617
513,camana,-16.6228,-72.7111,24.78,77,99,2.5,PE,1708442619
514,mermoz boabab,14.7065,-17.4758,35.31,44,100,4.12,SN,1708442619
515,meadow lakes,61.6247,-149.6011,6.99,66,40,8.75,US,1708442620
516,puerto ayacucho,5.6639,-67.6236,34.06,36,83,4.26,VE,1708442620
517,caleta de carquin,-11.0925,-77.6267,24.26,78,100,2.46,PE,1708442621
518,mesquite,32.7668,-96.5992,15.0,74,2,1.34,US,1708442529
519,aral,40.5156,81.2636,-2.69,27,100,3.24,CN,1708442622
520,gadzhiyevo,69.2551,33.3362,-9.08,89,67,8.87,RU,1708442623
521,along,28.1667,94.7667,14.65,90,100,0.83,IN,1708442623
522,choma,-16.8065,26.9531,28.52,32,3,4.48,ZM,1708442624
523,saurimo,-9.6608,20.3916,28.13,60,87,1.91,AO,1708442624
524,mata-utu,-13.2816,-176.1745,28.65,78,100,6.51,WF,1708442625
525,bathsheba,13.2167,-59.5167,29.34,70,40,8.23,BB,1708442625
526,maragogi,-9.0122,-35.2225,30.38,64,100,4.63,BR,1708442626
527,berber,18.0216,33.983,30.71,12,12,6.59,SD,1708442631
528,ndele,8.4109,20.6473,39.88,9,2,2.39,CF,1708442632
529,sivrihisar,39.4504,31.5341,6.12,52,36,0.49,TR,1708442633
530,el porvenir,13.7617,-87.3458,23.63,45,2,3.27,HN,1708442633
531,satipo,-11.2522,-74.6386,24.85,89,100,0.97,PE,1708442634
532,nikolayevsk-on-amure,53.1406,140.73,-26.68,86,18,4.31,RU,1708442635
533,urucui,-7.2294,-44.5561,25.22,88,100,2.17,BR,1708442636
534,tobarra,38.5921,-1.6919,19.32,18,0,7.6,ES,1708442636
535,weiser,44.251,-116.9693,4.37,89,99,0.89,US,1708442340
536,minab,27.1467,57.0801,21.73,50,0,3.52,IR,1708442637
537,carpinteria,34.3989,-119.5185,14.66,90,99,1.95,US,1708442638
538,le lavandou,43.137,6.366,20.4,49,0,4.63,FR,1708442638
539,baihe,22.15,107.2333,23.42,78,6,2.53,CN,1708442639
540,maki,37.75,138.8833,4.97,69,100,6.6,JP,1708442639
541,kili,5.6439,169.1211,28.0,82,100,6.16,MH,1708442640
542,ad dawadimi,24.5077,44.3924,21.64,19,5,3.65,SA,1708442641
543,mawu,29.5923,107.3139,12.61,82,45,1.87,CN,1708442641
544,howrah,22.5892,88.3103,23.0,83,40,0.0,IN,1708442642
545,maridi,4.9158,29.4742,33.88,18,100,2.78,SS,1708442643
546,cape coast,5.1053,-1.2466,30.36,71,91,5.52,GH,1708442644
547,svendborg,55.0598,10.6068,8.25,87,100,6.99,DK,1708442644
548,santa quiteria,-4.3319,-40.1567,29.04,67,99,1.81,BR,1708442645
549,luwuk,-0.9516,122.7875,26.54,84,28,1.47,ID,1708442646
550,mejit,10.2753,170.8646,27.06,82,83,8.04,MH,1708442647
551,gorontalo,0.5412,123.0595,23.75,94,37,1.72,ID,1708442583
552,suisun,38.2383,-122.0402,12.77,90,0,2.06,US,1708442648
553,santa cecilia,-26.9608,-50.4269,18.42,87,100,1.66,BR,1708442649
554,masuguru,-11.3667,38.4167,29.08,83,98,0.18,TZ,1708442649
555,nemuro,43.3236,145.575,-4.95,62,100,7.14,JP,1708442650
556,nouadhibou,20.931,-17.0347,28.99,24,0,5.66,MR,1708442651
557,vila franca do campo,37.7167,-25.4333,18.27,99,81,4.2,PT,1708442651
558,selkirk,50.1436,-96.8845,-7.74,76,10,1.34,CA,1708442652
559,ilebo,-4.3167,20.5833,33.46,50,70,0.21,CD,1708442652
560,dryden,49.7833,-92.7503,-8.84,92,20,4.63,CA,1708442653
561,an muileann gcearr,53.5333,-7.35,10.93,76,61,6.14,IE,1708442654
562,saint-philippe,-21.3585,55.7679,24.77,82,98,6.27,RE,1708442654
563,santa terezinha,-29.9002,-50.0904,25.45,68,47,3.89,BR,1708442655
564,edson,53.5835,-116.4356,-9.92,79,75,3.09,CA,1708442656
565,sao gabriel da cachoeira,-0.1303,-67.0892,30.89,66,0,2.57,BR,1708442656
566,shuangjiang,26.1547,109.7138,18.39,90,43,2.24,CN,1708442658
567,raja,8.4596,25.678,35.5,8,20,3.31,SS,1708442658
568,montego bay,18.4712,-77.9188,22.89,94,75,1.54,JM,1708442659
569,takoradi,4.8845,-1.7554,30.26,69,99,4.54,GH,1708442141
570,arrifes,37.7667,-25.7,17.18,77,75,3.6,PT,1708442660
571,at taj,24.2049,23.2857,22.38,15,41,4.09,LY,1708442661
572,kargalinskaya,43.7417,46.4792,4.9,52,100,2.88,RU,1708442661
573,usogorsk,63.4106,48.6872,-5.74,92,100,6.43,RU,1708442662
574,wurtulla,-26.7568,153.1256,22.81,95,37,2.11,AU,1708442663
575,sangin,32.0728,64.8359,12.09,24,1,3.14,AF,1708442664
576,deogarh,21.5333,84.7333,24.96,31,4,1.58,IN,1708442664
577,al burayqah,30.4062,19.5739,16.04,52,3,2.1,LY,1708442665
578,kapa'a,22.0752,-159.319,22.18,71,100,5.66,US,1708442666
